Index,date,prcp,tobs
837,2011-06-21,0.05,75.0
838,2011-06-22,0.82,77.0
839,2012-06-01,0.03,75.0
840,2012-06-14,,73.0
841,2012-06-21,,76.0
842,2012-06-26,,71.0
843,2012-06-29,,71.0
844,2010-06-01,0.03,76.0
845,2010-06-02,0.0,76.0
846,2010-06-03,0.0,76.0
847,2010-06-04,0.0,73.0
848,2010-06-05,0.0,78.0
849,2010-06-06,0.0,77.0
850,2010-06-07,0.0,77.0
851,2010-06-08,0.01,77.0
852,2010-06-09,0.0,78.0
853,2010-06-10,0.0,78.0
854,2010-06-11,0.0,76.0
855,2010-06-12,0.0,76.0
856,2010-06-13,0.0,79.0
857,2010-06-14,0.0,74.0
858,2010-06-15,0.0,75.0
859,2010-06-16,0.0,76.0
860,2010-06-17,0.0,75.0
861,2010-06-18,0.14,73.0
862,2010-06-19,0.0,76.0
863,2010-06-20,0.0,78.0
864,2010-06-21,0.0,76.0
865,2010-06-22,0.0,79.0
866,2010-06-23,0.0,77.0
867,2010-06-24,0.0,76.0
868,2010-06-25,0.08,74.0
869,2010-06-26,0.08,75.0
870,2010-06-28,0.0,76.0
871,2010-06-29,0.0,76.0
872,2010-06-30,0.0,76.0
873,2011-06-01,0.15,79.0
874,2011-06-02,0.01,76.0
875,2011-06-03,0.09,72.0
876,2011-06-04,0.51,71.0
877,2011-06-05,0.25,72.0
878,2011-06-06,0.03,76.0
879,2011-06-07,0.03,74.0
880,2011-06-08,0.0,75.0
881,2011-06-09,0.0,76.0
882,2011-06-10,0.0,77.0
883,2011-06-11,0.0,76.0
884,2011-06-12,0.09,75.0
885,2011-06-13,0.0,76.0
886,2011-06-14,0.0,76.0
887,2011-06-15,0.0,76.0
888,2011-06-16,0.09,75.0
889,2011-06-17,0.0,76.0
890,2011-06-18,0.0,76.0
891,2011-06-19,0.17,79.0
892,2011-06-20,0.14,74.0
893,2011-06-21,0.38,73.0
894,2011-06-22,0.17,75.0
895,2011-06-23,0.05,74.0
896,2011-06-24,0.03,75.0
897,2011-06-25,0.0,76.0
898,2011-06-26,0.12,72.0
899,2011-06-27,0.02,74.0
900,2011-06-28,0.02,74.0
901,2011-06-29,0.0,75.0
902,2011-06-30,0.0,75.0
903,2012-06-01,0.0,74.0
904,2012-06-02,0.0,75.0
905,2012-06-03,0.0,77.0
906,2012-06-04,0.0,75.0
907,2012-06-05,0.0,74.0
908,2012-06-06,0.12,75.0
909,2012-06-07,0.0,74.0
910,2012-06-08,0.0,75.0
911,2012-06-09,0.0,73.0
912,2012-06-10,0.0,75.0
913,2012-06-11,0.0,76.0
914,2012-06-12,0.01,76.0
915,2012-06-13,0.01,76.0
916,2012-06-14,0.0,79.0
917,2012-06-15,0.0,74.0
918,2012-06-16,0.0,78.0
919,2012-06-17,0.0,80.0
920,2012-06-18,0.0,75.0
921,2012-06-19,0.25,72.0
922,2012-06-20,0.25,72.0
923,2012-06-21,0.0,74.0
924,2012-06-22,0.0,78.0
925,2012-06-23,0.1,76.0
926,2012-06-24,0.0,77.0
927,2012-06-25,0.51,72.0
928,2012-06-26,0.19,72.0
929,2012-06-27,0.15,73.0
930,2012-06-28,0.0,75.0
931,2012-06-29,0.06,79.0
932,2012-06-30,0.0,81.0
933,2013-06-01,0.0,76.0
934,2013-06-02,0.08,76.0
935,2013-06-03,0.02,77.0
936,2013-06-04,0.0,78.0
937,2013-06-05,0.0,79.0
938,2013-06-06,0.0,79.0
939,2013-06-07,0.07,75.0
940,2013-06-08,0.0,79.0
941,2013-06-09,0.0,79.0
942,2013-06-10,0.0,75.0
943,2013-06-11,0.0,77.0
944,2013-06-12,0.0,81.0
945,2013-06-13,0.0,76.0
946,2013-06-14,0.28,75.0
947,2013-06-15,0.0,78.0
948,2013-06-16,0.0,81.0
949,2013-06-17,0.0,76.0
950,2013-06-18,0.0,76.0
951,2013-06-19,0.0,76.0
952,2013-06-20,0.07,72.0
953,2013-06-21,0.32,73.0
954,2013-06-22,0.13,74.0
955,2013-06-23,0.08,74.0
956,2013-06-24,0.01,75.0
957,2013-06-25,0.18,73.0
958,2013-06-26,0.42,73.0
959,2013-06-27,0.02,76.0
960,2013-06-29,0.05,73.0
961,2013-06-30,0.0,79.0
962,2014-06-01,0.0,78.0
963,2014-06-02,0.1,76.0
964,2014-06-04,,76.0
965,2014-06-05,0.0,76.0
966,2014-06-06,0.0,77.0
967,2014-06-07,0.0,79.0
968,2014-06-08,0.0,80.0
969,2014-06-09,0.0,78.0
970,2014-06-10,0.0,76.0
971,2014-06-11,0.13,78.0
972,2014-06-12,0.0,78.0
973,2014-06-13,0.0,77.0
974,2014-06-14,0.0,79.0
975,2014-06-15,0.0,79.0
976,2014-06-16,0.0,75.0
977,2014-06-18,,76.0
978,2014-06-19,0.0,77.0
979,2014-06-20,0.51,74.0
980,2014-06-21,0.0,77.0
981,2014-06-22,0.01,76.0
982,2014-06-23,0.23,76.0
983,2014-06-24,0.01,75.0
984,2014-06-25,0.07,74.0
985,2014-06-26,0.1,79.0
986,2014-06-28,,76.0
987,2014-06-29,0.01,74.0
988,2014-06-30,0.07,76.0
989,2015-06-01,0.13,77.0
990,2015-06-02,0.0,78.0
991,2015-06-03,0.0,77.0
992,2015-06-04,0.07,75.0
993,2015-06-05,0.01,75.0
994,2015-06-06,0.0,80.0
995,2015-06-07,0.0,77.0
996,2015-06-08,0.01,77.0
997,2015-06-09,0.01,77.0
998,2015-06-10,0.0,80.0
999,2015-06-11,0.0,76.0
1000,2015-06-12,0.0,78.0
1001,2015-06-13,0.0,77.0
1002,2015-06-14,0.0,79.0
1003,2015-06-15,0.0,79.0
1004,2015-06-16,0.0,77.0
1005,2015-06-17,0.05,75.0
1006,2015-06-18,0.18,76.0
1007,2015-06-19,0.0,78.0
1008,2015-06-20,0.0,78.0
1009,2015-06-21,0.0,80.0
1010,2015-06-22,0.0,78.0
1011,2015-06-23,0.05,79.0
1012,2015-06-24,0.0,79.0
1013,2015-06-25,0.14,77.0
1014,2015-06-26,0.0,77.0
1015,2015-06-27,0.0,81.0
1016,2015-06-29,,75.0
1017,2015-06-30,0.0,72.0
1018,2016-06-01,0.38,75.0
1019,2016-06-02,0.03,75.0
1020,2016-06-03,0.47,75.0
1021,2016-06-04,0.02,75.0
1022,2016-06-05,0.14,73.0
1023,2016-06-06,0.17,78.0
1024,2016-06-07,0.07,77.0
1025,2016-06-08,0.0,80.0
1026,2016-06-09,0.15,72.0
1027,2016-06-10,0.23,78.0
1028,2016-06-11,0.0,78.0
1029,2016-06-12,0.12,77.0
1030,2016-06-13,0.1,78.0
1031,2016-06-14,0.0,79.0
1032,2016-06-15,0.25,80.0
1033,2016-06-17,,76.0
1034,2016-06-18,0.0,77.0
1035,2016-06-19,0.06,79.0
1036,2016-06-20,0.03,79.0
1037,2016-06-21,0.03,77.0
1038,2016-06-22,0.0,79.0
1039,2016-06-23,0.0,80.0
1040,2016-06-24,0.0,80.0
1041,2016-06-25,0.21,77.0
1042,2016-06-26,0.0,79.0
1043,2016-06-27,0.0,81.0
1044,2016-06-28,0.0,78.0
1045,2016-06-29,0.0,80.0
1046,2016-06-30,0.0,79.0
1047,2017-06-01,0.0,79.0
1048,2017-06-02,0.0,81.0
1049,2017-06-03,0.15,79.0
1050,2017-06-04,0.0,81.0
1051,2017-06-05,0.0,78.0
1052,2017-06-06,0.0,78.0
1053,2017-06-07,0.0,78.0
1054,2017-06-08,0.0,77.0
1055,2017-06-09,0.0,78.0
1056,2017-06-10,0.13,75.0
1057,2017-06-11,0.25,81.0
1058,2017-06-12,0.14,80.0
1059,2017-06-13,0.03,77.0
1060,2017-06-14,0.06,80.0
1061,2017-06-15,0.0,78.0
1062,2017-06-16,0.0,80.0
1063,2017-06-17,0.0,77.0
1064,2017-06-18,0.0,78.0
1065,2017-06-19,0.01,78.0
1066,2017-06-21,,80.0
1067,2017-06-22,0.0,80.0
1068,2017-06-23,0.05,79.0
1069,2017-06-24,0.0,82.0
1070,2017-06-25,0.0,80.0
1071,2017-06-26,0.0,81.0
1072,2017-06-27,0.0,81.0
1073,2017-06-28,0.0,79.0
1074,2017-06-29,0.0,78.0
1075,2017-06-30,0.07,75.0
1076,2010-06-01,0.0,71.0
1077,2010-06-02,0.03,71.0
1078,2010-06-03,0.0,72.0
1079,2010-06-04,0.0,72.0
1080,2010-06-05,0.0,76.0
1081,2010-06-06,0.0,77.0
1082,2010-06-07,0.12,71.0
1083,2010-06-08,0.0,73.0
1084,2010-06-09,0.0,73.0
1085,2010-06-10,0.0,75.0
1086,2010-06-11,0.0,81.0
1087,2010-06-12,0.0,74.0
1088,2010-06-13,0.04,77.0
1089,2010-06-14,0.06,70.0
1090,2010-06-15,0.11,69.0
1091,2010-06-16,0.0,70.0
1092,2010-06-17,0.02,72.0
1093,2010-06-18,0.19,71.0
1094,2010-06-19,0.33,77.0
1095,2010-06-20,0.0,76.0
1096,2010-06-21,0.0,74.0
1097,2010-06-22,0.0,74.0
1098,2010-06-23,0.02,74.0
1099,2010-06-24,0.07,74.0
1100,2010-06-25,0.09,71.0
1101,2010-06-26,0.41,80.0
1102,2010-06-27,0.05,77.0
1103,2010-06-28,0.0,72.0
1104,2010-06-29,0.05,72.0
1105,2010-06-30,0.0,73.0
1106,2011-06-01,0.22,72.0
1107,2011-06-02,0.42,73.0
1108,2011-06-03,0.33,73.0
1109,2011-06-08,0.03,77.0
1110,2011-06-09,0.05,76.0
1111,2011-06-10,0.03,79.0
1112,2011-06-11,0.03,78.0
1113,2011-06-12,0.32,82.0
1114,2011-06-13,0.05,79.0
1115,2011-06-14,0.16,76.0
1116,2011-06-15,0.0,74.0
1117,2011-06-16,0.06,74.0
1118,2011-06-17,0.03,73.0
1119,2011-06-18,0.01,79.0
1120,2011-06-19,0.14,77.0
1121,2011-06-20,0.05,73.0
1122,2011-06-21,0.57,72.0
1123,2011-06-22,0.61,72.0
1124,2011-06-23,0.06,73.0
1125,2011-06-24,0.81,74.0
1126,2011-06-25,0.01,77.0
1127,2011-06-26,0.11,73.0
1128,2011-06-27,0.09,73.0
1129,2011-06-28,0.12,72.0
1130,2011-06-29,0.08,72.0
1131,2011-06-30,0.03,67.0
1132,2012-06-01,0.02,71.0
1133,2012-06-02,0.08,73.0
1134,2012-06-03,0.0,78.0
1135,2012-06-04,0.0,71.0
1136,2012-06-05,0.0,72.0
1137,2012-06-06,0.1,70.0
1138,2012-06-07,0.07,72.0
1139,2012-06-08,0.01,73.0
1140,2012-06-09,0.0,74.0
1141,2012-06-10,0.0,81.0
1142,2012-06-11,0.11,72.0
1143,2012-06-12,0.16,77.0
1144,2012-06-13,0.07,69.0
1145,2012-06-14,0.21,69.0
1146,2012-06-15,0.0,69.0
1147,2012-06-16,0.0,78.0
1148,2012-06-17,0.02,78.0
1149,2012-06-18,0.0,73.0
1150,2012-06-19,0.02,72.0
1151,2012-06-20,0.33,71.0
1152,2012-06-21,0.26,72.0
1153,2012-06-22,0.03,72.0
1154,2012-06-23,0.35,73.0
1155,2012-06-24,0.14,71.0
1156,2012-06-25,0.13,70.0
1157,2012-06-26,0.22,71.0
1158,2012-06-27,0.43,68.0
1159,2012-06-28,0.01,72.0
1160,2012-06-29,0.14,71.0
1161,2012-06-30,0.01,78.0
1162,2013-06-01,0.06,81.0
1163,2013-06-02,0.17,74.0
1164,2013-06-03,0.08,74.0
1165,2013-06-04,0.0,73.0
1166,2013-06-05,0.0,73.0
1167,2013-06-06,0.0,72.0
1168,2013-06-07,0.0,73.0
1169,2013-06-08,0.0,77.0
1170,2013-06-09,0.0,73.0
1171,2013-06-10,0.01,73.0
1172,2013-06-11,0.02,75.0
1173,2013-06-12,0.0,72.0
1174,2013-06-13,0.1,72.0
1175,2013-06-14,0.16,73.0
1176,2013-06-15,0.1,73.0
1177,2013-06-16,0.03,75.0
1178,2013-06-17,0.05,72.0
1179,2013-06-18,0.04,73.0
1180,2013-06-19,0.01,70.0
1181,2013-06-20,0.02,69.0
1182,2013-06-21,0.53,68.0
1183,2013-06-22,0.88,75.0
1184,2013-06-23,0.03,74.0
1185,2013-06-24,0.22,73.0
1186,2013-06-25,0.36,70.0
1187,2013-06-26,0.82,70.0
1188,2013-06-27,0.07,71.0
1189,2013-06-28,0.04,70.0
1190,2013-06-29,0.43,70.0
1191,2013-06-30,0.71,75.0
1192,2014-06-01,0.07,74.0
1193,2014-06-02,0.06,72.0
1194,2014-06-03,0.0,74.0
1195,2014-06-04,0.01,73.0
1196,2014-06-05,0.01,73.0
1197,2014-06-06,0.19,70.0
1198,2014-06-07,0.2,73.0
1199,2014-06-08,0.18,75.0
1200,2014-06-09,0.04,73.0
1201,2014-06-10,0.22,69.0
1202,2014-06-11,0.37,80.0
1203,2014-06-12,0.02,73.0
1204,2014-06-13,0.0,72.0
1205,2014-06-14,0.02,80.0
1206,2014-06-15,0.02,80.0
1207,2014-06-16,0.03,69.0
1208,2014-06-17,0.29,70.0
1209,2014-06-18,0.17,69.0
1210,2014-06-19,0.04,72.0
1211,2014-06-20,0.16,68.0
1212,2014-06-21,0.22,74.0
1213,2014-06-22,0.04,75.0
1214,2014-06-23,0.31,70.0
1215,2014-06-24,0.08,70.0
1216,2014-06-25,0.23,72.0
1217,2014-06-26,0.31,71.0
1218,2014-06-27,0.12,70.0
1219,2014-06-28,0.6,77.0
1220,2014-06-29,0.48,73.0
1221,2014-06-30,0.01,71.0
1222,2015-06-01,0.46,76.0
1223,2015-06-02,0.02,68.0
1224,2015-06-03,0.0,71.0
1225,2015-06-04,1.24,70.0
1226,2015-06-05,0.06,68.0
1227,2015-06-06,0.0,79.0
1228,2015-06-07,0.07,75.0
1229,2015-06-08,0.01,71.0
1230,2015-06-09,0.34,69.0
1231,2015-06-10,0.03,71.0
1232,2015-06-11,0.03,72.0
1233,2015-06-12,0.08,69.0
1234,2015-06-13,0.01,72.0
1235,2015-06-14,0.05,75.0
1236,2015-06-15,0.03,71.0
1237,2015-06-16,0.01,72.0
1238,2015-06-17,0.15,70.0
1239,2015-06-18,0.45,71.0
1240,2015-06-19,0.19,72.0
1241,2015-06-20,0.13,75.0
1242,2015-06-21,0.05,75.0
1243,2015-06-22,0.05,71.0
1244,2015-06-23,0.03,73.0
1245,2015-06-24,0.17,71.0
1246,2015-06-25,0.21,71.0
1247,2015-06-26,0.02,74.0
1248,2015-06-27,0.21,74.0
1249,2015-06-28,0.02,78.0
1250,2015-06-29,0.27,72.0
1251,2015-06-30,0.16,69.0
1252,2016-06-01,1.39,69.0
1253,2016-06-02,0.5,67.0
1254,2016-06-03,0.02,68.0
1255,2016-06-04,0.0,65.0
1256,2016-06-05,0.22,70.0
1257,2016-06-06,0.52,72.0
1258,2016-06-07,0.35,74.0
1259,2016-06-08,0.0,73.0
1260,2016-06-09,0.29,71.0
1261,2016-06-10,0.62,75.0
1262,2016-06-11,0.13,72.0
1263,2016-06-12,0.28,75.0
1264,2016-06-13,0.02,76.0
1265,2016-06-14,0.2,75.0
1266,2016-06-15,0.68,76.0
1267,2016-06-16,0.05,75.0
1268,2016-06-17,0.29,71.0
1269,2016-06-18,0.4,75.0
1270,2016-06-19,0.05,75.0
1271,2016-06-20,0.4,72.0
1272,2016-06-21,0.04,72.0
1273,2016-06-22,0.13,75.0
1274,2016-06-23,0.39,73.0
1275,2016-06-24,0.12,76.0
1276,2016-06-25,0.75,74.0
1277,2016-06-26,0.03,77.0
1278,2016-06-27,0.37,72.0
1279,2016-06-28,0.23,71.0
1280,2016-06-29,0.1,76.0
1281,2016-06-30,0.01,77.0
1282,2017-06-01,0.0,80.0
1283,2017-06-02,0.09,76.0
1284,2017-06-03,0.08,76.0
1285,2017-06-04,0.13,77.0
1286,2017-06-05,0.05,75.0
1287,2017-06-06,0.0,75.0
1288,2017-06-07,0.0,75.0
1289,2017-06-08,0.0,75.0
1290,2017-06-09,0.02,72.0
1291,2017-06-10,0.62,74.0
1292,2017-06-11,0.74,74.0
1293,2017-06-12,0.24,74.0
1294,2017-06-13,0.24,76.0
1295,2017-06-14,0.22,74.0
1296,2017-06-15,0.55,75.0
1297,2017-06-16,0.06,73.0
1298,2017-06-17,0.07,79.0
1299,2017-06-18,0.24,75.0
1300,2017-06-19,0.08,72.0
1301,2017-06-20,0.0,72.0
1302,2017-06-21,0.19,74.0
1303,2017-06-22,0.06,72.0
1304,2017-06-23,0.12,72.0
1305,2017-06-24,0.36,77.0
1306,2017-06-25,0.02,71.0
1307,2017-06-26,0.06,73.0
1308,2017-06-27,0.01,76.0
1309,2017-06-28,0.0,77.0
1310,2017-06-29,0.0,76.0
1311,2017-06-30,0.01,76.0
1312,2010-06-01,0.0,74.0
1313,2010-06-02,0.0,76.0
1314,2010-06-03,0.0,78.0
1315,2010-06-04,0.0,74.0
1316,2010-06-05,0.0,79.0
1317,2010-06-06,0.0,79.0
1318,2010-06-07,0.05,69.0
1319,2010-06-08,0.0,77.0
1320,2010-06-09,0.0,80.0
1321,2010-06-10,0.0,75.0
1322,2010-06-11,0.0,75.0
1323,2010-06-12,0.0,78.0
1324,2010-06-14,0.0,71.0
1325,2010-06-15,0.0,76.0
1326,2010-06-16,0.0,74.0
1327,2010-06-17,0.0,78.0
1328,2010-06-18,0.04,72.0
1329,2010-06-19,0.05,78.0
1330,2010-06-20,0.0,85.0
1331,2010-06-21,0.0,77.0
1332,2010-06-22,0.0,76.0
1333,2010-06-23,0.0,76.0
1334,2010-06-24,0.0,75.0
1335,2010-06-25,0.02,71.0
1336,2010-06-26,0.0,70.0
1337,2010-06-27,0.09,80.0
1338,2010-06-28,0.0,77.0
1339,2010-06-29,0.02,70.0
1340,2010-06-30,0.03,73.0
1341,2011-06-01,0.02,73.0
1342,2011-06-02,0.0,76.0
1343,2011-06-03,0.03,70.0
1344,2011-06-04,0.58,71.0
1345,2011-06-05,0.02,80.0
1346,2011-06-06,0.0,70.0
1347,2011-06-07,0.0,68.0
1348,2011-06-08,0.1,74.0
1349,2011-06-09,0.0,75.0
1350,2011-06-10,0.0,75.0
1351,2011-06-11,0.0,78.0
1352,2011-06-12,0.02,76.0
1353,2011-06-13,0.0,69.0
1354,2011-06-14,0.0,73.0
1355,2011-06-15,0.0,76.0
1356,2011-06-16,0.01,72.0
1357,2011-06-17,0.0,72.0
1358,2011-06-18,0.0,80.0
1359,2011-06-19,0.0,76.0
1360,2011-06-20,0.01,71.0
1361,2011-06-21,0.03,68.0
1362,2011-06-22,0.1,71.0
1363,2011-06-23,0.01,72.0
1364,2011-06-24,0.0,75.0
1365,2011-06-25,0.0,80.0
1366,2011-06-26,0.0,75.0
1367,2011-06-27,0.0,74.0
1368,2011-06-28,0.0,74.0
1369,2011-06-29,0.0,69.0
1370,2011-06-30,0.0,70.0
1371,2012-06-01,0.01,73.0
1372,2012-06-02,0.02,76.0
1373,2012-06-03,0.0,76.0
1374,2012-06-04,0.0,74.0
1375,2012-06-05,0.0,71.0
1376,2012-06-06,0.01,72.0
1377,2012-06-07,0.0,73.0
1378,2012-06-08,0.0,77.0
1379,2012-06-09,0.0,77.0
1380,2012-06-10,0.0,77.0
1381,2012-06-11,0.0,79.0
1382,2012-06-12,0.0,77.0
1383,2012-06-13,0.03,77.0
1384,2012-06-14,0.0,78.0
1385,2012-06-16,,78.0
1386,2012-06-17,0.0,81.0
1387,2012-06-18,0.0,76.0
1388,2012-06-19,0.0,74.0
1389,2012-06-20,0.02,71.0
1390,2012-06-21,0.0,78.0
1391,2012-06-22,0.0,71.0
1392,2012-06-23,0.1,76.0
1393,2012-06-24,0.0,81.0
1394,2012-06-25,0.01,73.0
1395,2012-06-26,0.0,72.0
1396,2012-06-27,0.01,72.0
1397,2012-06-28,0.0,74.0
1398,2012-06-29,0.0,72.0
1399,2012-06-30,0.0,79.0
1400,2013-06-01,0.0,80.0
1401,2013-06-02,0.0,81.0
1402,2013-06-03,0.0,75.0
1403,2013-06-04,0.0,80.0
1404,2013-06-05,0.0,73.0
1405,2013-06-06,0.0,74.0
1406,2013-06-07,0.0,73.0
1407,2013-06-08,0.0,81.0
1408,2013-06-09,0.0,79.0
1409,2013-06-10,0.0,78.0
1410,2013-06-11,0.0,74.0
1411,2013-06-12,0.0,74.0
1412,2013-06-13,0.0,73.0
1413,2013-06-14,0.07,73.0
1414,2013-06-15,0.0,77.0
1415,2013-06-16,0.0,77.0
1416,2013-06-17,0.0,74.0
1417,2013-06-18,0.0,73.0
1418,2013-06-19,0.0,70.0
1419,2013-06-20,0.0,69.0
1420,2013-06-21,0.05,72.0
1421,2013-06-22,0.0,79.0
1422,2013-06-23,0.0,77.0
1423,2013-06-24,0.0,70.0
1424,2013-06-25,0.02,71.0
1425,2013-06-26,0.06,67.0
1426,2013-06-27,0.0,66.0
1427,2013-06-28,0.0,78.0
1428,2013-06-29,0.08,80.0
1429,2013-06-30,0.0,80.0
1430,2014-06-01,0.0,79.0
1431,2014-06-02,0.0,68.0
1432,2014-06-03,0.0,67.0
1433,2014-06-04,0.0,71.0
1434,2014-06-06,,72.0
1435,2014-06-07,0.0,79.0
1436,2014-06-08,0.0,80.0
1437,2014-06-09,0.0,72.0
1438,2014-06-10,0.0,68.0
1439,2014-06-11,0.0,84.0
1440,2014-06-12,0.0,82.0
1441,2014-06-13,0.0,79.0
1442,2014-06-14,0.0,78.0
1443,2014-06-15,0.0,81.0
1444,2014-06-16,0.0,77.0
1445,2014-06-17,0.17,71.0
1446,2014-06-18,0.01,69.0
1447,2014-06-19,0.0,73.0
1448,2014-06-20,0.03,68.0
1449,2014-06-21,0.0,75.0
1450,2014-06-22,0.0,79.0
1451,2014-06-23,0.05,70.0
1452,2014-06-24,0.05,70.0
1453,2014-06-25,0.05,73.0
1454,2014-06-26,0.03,71.0
1455,2014-06-27,0.02,68.0
1456,2014-06-29,0.05,78.0
1457,2014-06-30,0.0,69.0
1458,2015-06-01,0.01,70.0
1459,2015-06-02,0.0,67.0
1460,2015-06-03,0.0,68.0
1461,2015-06-04,0.0,68.0
1462,2015-06-05,0.0,71.0
1463,2015-06-08,,74.0
1464,2015-06-09,0.0,69.0
1465,2015-06-11,,69.0
1466,2015-06-12,0.0,66.0
1467,2015-06-15,,67.0
1468,2015-06-16,0.2,69.0
1469,2015-06-17,0.0,72.0
1470,2015-06-18,0.0,72.0
1471,2015-06-19,0.0,72.0
1472,2015-06-22,,70.0
1473,2015-06-23,0.0,75.0
1474,2015-06-24,0.0,73.0
1475,2015-06-25,0.01,70.0
1476,2015-06-26,0.01,71.0
1477,2010-06-01,0.08,70.0
1478,2010-06-02,0.0,78.0
1479,2010-06-03,0.1,73.0
1480,2010-06-04,0.01,68.0
1481,2010-06-05,0.09,79.0
1482,2010-06-06,0.13,74.0
1483,2010-06-07,0.44,75.0
1484,2010-06-08,0.27,71.0
1485,2010-06-09,0.0,75.0
1486,2010-06-14,,76.0
1487,2010-06-16,,73.0
1488,2010-06-17,0.05,73.0
1489,2010-06-19,,74.0
1490,2010-06-22,,72.0
1491,2010-06-23,0.04,72.0
1492,2010-06-24,0.26,72.0
1493,2010-06-25,0.79,70.0
1494,2010-06-26,0.88,69.0
1495,2010-06-27,0.37,73.0
1496,2010-06-28,0.16,71.0
1497,2010-06-29,0.02,73.0
1498,2010-06-30,0.71,72.0
1499,2011-06-01,0.61,69.0
1500,2011-06-02,0.22,72.0
1501,2011-06-03,2.0,66.0
1502,2011-06-04,2.45,67.0
1503,2011-06-05,0.76,71.0
1504,2011-06-06,0.1,71.0
1505,2011-06-07,0.19,72.0
1506,2011-06-08,0.23,72.0
1507,2011-06-09,0.1,71.0
1508,2011-06-10,0.11,71.0
1509,2011-06-11,0.17,71.0
1510,2011-06-12,1.5,69.0
1511,2011-06-13,0.41,68.0
1512,2011-06-14,0.14,71.0
1513,2011-06-15,0.01,73.0
1514,2011-06-16,0.83,72.0
1515,2011-06-17,0.18,74.0
1516,2011-06-18,0.07,70.0
1517,2011-06-19,1.84,72.0
1518,2011-06-20,0.91,71.0
1519,2011-06-21,1.03,71.0
1520,2011-06-22,1.65,70.0
1521,2011-06-23,0.68,70.0
1522,2011-06-24,1.16,69.0
1523,2011-06-25,0.06,74.0
1524,2011-06-26,0.29,69.0
1525,2011-06-27,0.98,72.0
1526,2011-06-28,0.25,70.0
1527,2011-06-29,0.06,72.0
1528,2011-06-30,0.0,72.0
1529,2012-06-01,0.26,69.0
1530,2012-06-02,0.22,73.0
1531,2012-06-03,0.0,71.0
1532,2012-06-04,0.02,72.0
1533,2012-06-05,0.0,71.0
1534,2012-06-06,0.72,72.0
1535,2012-06-07,0.12,71.0
1536,2012-06-08,0.3,74.0
1537,2012-06-09,0.0,74.0
1538,2012-06-10,0.08,75.0
1539,2012-06-11,0.08,69.0
1540,2012-06-12,0.14,75.0
1541,2012-06-13,0.48,70.0
1542,2012-06-14,0.21,73.0
1543,2012-06-15,0.0,72.0
1544,2012-06-16,0.0,70.0
1545,2012-06-17,0.1,73.0
1546,2012-06-18,0.0,71.0
1547,2012-06-19,0.38,70.0
1548,2012-06-20,1.84,69.0
1549,2012-06-21,0.34,71.0
1550,2012-06-23,0.94,68.0
1551,2012-06-24,1.13,68.0
1552,2012-06-25,0.89,68.0
1553,2012-06-26,0.92,69.0
1554,2012-06-27,0.73,69.0
1555,2012-06-28,0.37,69.0
1556,2012-06-29,0.79,71.0
1557,2013-06-01,0.71,78.0
1558,2013-06-02,0.81,72.0
1559,2013-06-03,0.49,73.0
1560,2013-06-04,0.03,71.0
1561,2013-06-05,0.0,72.0
1562,2013-06-06,0.14,72.0
1563,2013-06-07,0.07,71.0
1564,2013-06-08,0.08,74.0
1565,2013-06-09,0.02,71.0
1566,2013-06-10,0.02,72.0
1567,2013-06-11,0.05,72.0
1568,2013-06-12,0.28,74.0
1569,2013-06-13,0.47,72.0
1570,2013-06-14,2.56,69.0
1571,2013-06-15,0.11,70.0
1572,2013-06-16,0.3,76.0
1573,2013-06-17,0.43,70.0
1574,2013-06-18,0.44,71.0
1575,2013-06-19,0.05,73.0
1576,2013-06-20,0.18,68.0
1577,2013-06-21,1.53,68.0
1578,2013-06-22,1.96,69.0
1579,2013-06-23,0.67,70.0
1580,2013-06-24,0.62,69.0
1581,2013-06-25,2.03,69.0
1582,2013-06-26,2.8,70.0
1583,2013-06-27,0.06,71.0
1584,2013-06-28,0.34,70.0
1585,2013-06-29,0.53,67.0
1586,2013-06-30,0.83,72.0
1587,2014-06-01,0.26,72.0
1588,2014-06-02,0.68,75.0
1589,2014-06-03,0.19,73.0
1590,2014-06-04,0.09,73.0
1591,2014-06-05,0.03,72.0
1592,2014-06-06,0.88,71.0
1593,2014-06-07,0.15,77.0
1594,2014-06-08,0.29,73.0
1595,2014-06-09,1.0,70.0
1596,2014-06-10,0.11,70.0
1597,2014-06-11,0.57,76.0
1598,2014-06-12,0.02,72.0
1599,2014-06-13,0.01,73.0
1600,2014-06-14,0.0,77.0
1601,2014-06-15,0.03,73.0
1602,2014-06-16,0.38,70.0
1603,2014-06-17,1.45,68.0
1604,2014-06-18,0.32,69.0
1605,2014-06-19,0.2,70.0
1606,2014-06-20,0.75,70.0
1607,2014-06-21,0.09,73.0
1608,2014-06-22,0.03,70.0
1609,2014-06-23,0.74,69.0
1610,2014-06-24,0.07,71.0
1611,2014-06-25,0.97,70.0
1612,2014-06-26,0.42,70.0
1613,2014-06-27,0.9,72.0
1614,2014-06-28,1.29,71.0
1615,2014-06-29,1.29,70.0
1616,2015-06-01,2.47,69.0
1617,2015-06-02,0.27,72.0
1618,2015-06-03,0.01,72.0
1619,2015-06-04,1.12,71.0
1620,2015-06-05,0.16,76.0
1621,2015-06-06,0.0,71.0
1622,2015-06-07,0.01,72.0
1623,2015-06-08,0.34,70.0
1624,2015-06-09,0.26,72.0
1625,2015-06-10,0.04,72.0
